SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30_59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60_89DaysPastDueNotWorse,NumberOfDependents
0,0.366263374,67,0,0.028337062,4022,6,0,0,0,0
0,0.065493683,39,0,0.621751299,2500,4,0,1,0,2
0,0.322812052,62,0,4003,0,16,0,2,0,0
0,0.131623341,72,0,0.018504388,10483,3,0,0,0,0
0,0.010315608,64,0,0.079398895,17367,7,0,2,0,0
0,0.008776216,64,0,0.341296027,7576,27,0,1,0,0
0,0.611649176,52,0,0.465245151,8300,15,0,3,0,2
0,0.406079696,49,0,0.295293628,2400,4,0,1,0,2
0,0.706629337,33,0,0.400401909,3980,2,0,1,0,2
0,0.040219493,67,0,0.210322419,8001,9,0,1,0,0
0,0.206481389,49,0,0.263856564,11600,9,0,1,0,2
0,0.062398014,50,0,0.365046536,4834,17,0,1,0,0
0,0.478531046,61,1,0.26015099,4900,13,0,1,0,1
0,0.605438588,71,0,0.509336862,6800,16,0,3,0,1
0,0.003448227,61,0,0.101094945,6666,6,0,1,0,0
0,0.045297735,60,0,0.056156077,3792,2,0,0,0,0
0,0.810118676,50,2,0.102074109,4290,7,2,0,0,0
0,0.332905865,64,0,0.484888943,8238,16,0,2,0,3
0,0.092963701,54,0,0.213875387,20366,11,0,1,0,0
0,0.123312577,75,0,0.16597787,7500,5,0,1,0,0
0,0.084494523,63,0,0.017451372,5500,4,0,0,0,0
0,0.204511442,71,0,0.357528494,3333,11,0,1,0,0
0,0.027395753,47,0,0.112791831,23600,13,0,1,0,2
1,0.9999999,53,0,0,0,1,1,0,0,2
0,0.9999999,46,0,0.276456394,2900,4,0,0,0,0
0,0,68,0,0.262747451,5000,7,0,0,0,0
0,0.778386028,60,0,0.381737346,14619,21,0,3,0,1
0,0.278047581,43,0,0.502279077,6800,13,0,1,0,1
0,0.086363757,66,1,0.448193592,2933,13,0,1,0,0
0,0.178475546,42,0,0.251336898,4300,11,0,0,0,0
0,0.225261963,51,0,0.331605258,5400,13,0,1,0,3
1,0.855381539,33,0,0.489704566,3350,6,1,1,0,2
0,0.001297677,57,0,0.079968013,2500,5,0,0,0,0
0,0.360537415,41,0,0.5063038,11500,12,0,2,0,4
0,0.303669418,52,1,0.747412629,6666,19,0,2,0,4
0,0.027418765,59,0,0.004110654,9000,7,0,0,0,0
0,0.114691625,60,0,0.790067179,4167,14,0,2,0,1
0,0.030099999,62,0,0.459866705,3450,15,0,2,0,2
0,0.014084309,68,0,0.556866049,10682,11,0,3,0,1
0,0.014123055,41,0,0.456683465,4166,13,0,1,0,3
0,0.123816719,28,0,0.373682788,3700,10,0,1,0,2
0,0.023056389,51,0,0.276415708,9217,11,0,1,0,2
0,0.093135066,69,0,0.160384715,3846,16,0,0,0,0
1,0.657476551,45,0,0.657208485,7400,10,0,2,0,1
0,0.102222906,60,0,0.026248688,6666,5,0,0,0,4
0,0.203193705,75,2,0.669455213,9801,24,0,4,0,0
0,0.9999999,32,0,0.825733916,1600,4,0,1,0,1
0,0.43387723,62,0,0.933030178,2418,19,0,1,0,0
0,0.144268085,63,1,0.735252949,5000,11,0,1,0,3
0,0.372235402,68,0,0.995431336,3720,13,0,1,0,0
0,0.612351368,36,0,0.305659704,5600,12,0,0,0,0
0,0.065637375,51,0,0.005155193,9310,6,0,0,0,1
0,0.9999999,61,0,2.606494221,1816,7,0,4,0,0
0,0,56,1,1.018565401,3554,8,0,4,0,2
0,0.537880211,45,0,0.193251878,8920,9,0,1,0,3
0,0.650334226,64,0,0.675866007,5253,8,0,1,0,1
1,0.905472637,26,0,0.077568972,2500,2,0,0,0,0
0,0.034708049,86,0,0.160611855,4183,19,0,0,0,0
0,0.061226055,44,0,0.275732267,8500,15,0,2,0,0
0,0.366174056,53,0,0.571214393,2000,8,0,1,0,4
0,0.219445139,24,0,0.232005758,4167,4,0,0,0,0
0,0.615178149,67,0,0.493469117,4516,9,0,2,0,0
0,0.00684701,63,0,0.005197921,2500,5,0,0,0,0
0,0.130490384,41,0,0.672566372,3954,10,0,2,0,4
0,0.775323885,61,0,0.512092873,3100,8,0,0,0,0
0,0.839324911,47,0,2.208619613,1600,12,0,2,0,1
0,0.344904961,57,0,0.455856212,5062,10,0,1,0,1
0,0.73860326,40,0,0.268609348,3465,8,0,1,0,0
0,0,37,0,0.175584748,3120,5,0,0,0,0
0,0.007527808,64,0,0.236229579,6916,8,0,2,0,0
0,0.183902642,51,0,0.548389032,16666,11,0,4,0,4
0,0.821845358,50,0,0.232727273,5499,8,0,0,0,0
0,0.988500821,31,0,0.380689392,5250,10,0,1,0,0
0,0.001856186,82,0,0.001171156,5976,16,0,0,0,0
0,0.24138167,70,2,0.3346202,9583,9,0,2,0,0
0,0.01010527,82,0,0.017167382,2795,9,0,0,0,0
0,0.409105864,34,0,0.431113903,4775,17,0,0,0,0
0,0.001886321,58,0,0.219972155,7900,23,1,2,0,0
0,0.236076392,51,0,0.372122859,13250,8,0,3,0,0
0,0,50,0,0.232118136,6500,4,0,1,0,1
0,0.459116375,48,1,0.048999234,9142,7,0,0,0,0
0,0.032972317,65,0,0.009086216,9684,9,0,0,0,0
0,0.067029275,31,0,0.027125717,5750,5,0,0,0,0
0,0,42,0,0.439217759,9459,7,0,2,0,0
0,0.869252639,71,0,6.202185792,365,9,0,1,0,0
0,0.728427157,59,0,0.154791841,3578,4,0,0,0,0
0,0.13740458,41,0,0.580473176,3000,9,0,1,0,1
0,0.119094045,46,0,0.177721702,2773,3,0,1,0,0
0,0.079452105,56,0,1.602465845,3000,9,0,3,0,0
0,0.08194537,22,0,0.003225806,929,3,0,0,0,0
0,0.00829866,67,0,0.011949403,20000,9,0,0,0,2
0,0.432921933,48,0,0.470115192,4600,7,0,1,0,2
0,0.798839307,50,0,0.332575327,1758,4,0,0,0,0
0,0.517241379,23,0,0.057061341,700,2,1,0,1,0
0,0.072570157,63,0,0.193838699,8666,10,0,1,0,0
0,0.145078305,58,0,0.285512617,17000,6,0,3,0,0
0,0,76,0,0.483768749,14200,11,0,3,0,0
0,0.080973009,26,0,0.009831695,6000,2,0,0,0,0
0,0.9999999,22,0,0,929,1,0,0,0,0
0,0.161503339,63,0,0.206827596,7000,11,0,2,0,0
0,0.972319819,76,1,0.299711175,4500,17,0,1,0,0
0,0.114927571,46,0,0.348212143,4166,7,0,1,0,0
0,0.95388597,38,0,0.051001821,7136,2,0,0,0,0
0,0.00355782,72,0,0.04980478,10500,8,0,2,0,0
0,0.018805187,64,0,0.003857033,11666,11,0,0,0,0
0,0,46,0,0.351190837,16500,5,0,2,0,0
0,0.681138949,45,0,0.431056583,5460,19,0,2,0,0
0,0.274565553,66,0,0.482679226,9554,20,0,1,0,1
0,0.622662222,53,0,0.256319934,4825,3,0,0,0,1
0,0.451289418,73,0,0.502387658,8166,13,0,2,0,0
0,0,42,3,0.05365561,11666,5,1,0,0,3
0,0.626674665,59,0,0.796447076,2701,6,0,1,0,2
0,0.000999962,45,0,0.196169228,4750,2,0,1,0,0
0,0.151978289,36,1,0.048658557,6000,2,0,0,0,0
0,0.152856751,61,0,0.528505701,4998,8,0,2,0,0
0,0.00440068,64,0,4.953752182,1145,9,0,1,0,0
0,1.08922505,53,1,0.518576661,1910,3,0,0,0,1
0,0.021355081,62,0,0.156768002,14900,8,0,2,0,0
0,0.832989312,56,0,0.234325097,5948,3,0,1,0,0
0,0.102254022,60,0,0.19666374,13667,12,0,2,0,2
0,0.046926064,41,0,0.169197397,9680,7,0,1,0,0
0,0.213378662,82,0,0.159600998,400,3,0,0,0,0
0,0.041970692,54,0,0.308084143,10600,12,0,2,0,1
0,0.453856089,45,0,0.28037969,11166,7,0,2,0,1
0,0.038821246,74,0,0.019567456,970,3,0,0,0,0
0,0.701786007,33,1,0.24915369,2953,5,0,0,1,3
0,0.758389514,42,0,0.431379754,10885,10,0,3,0,2
0,0.571355552,51,0,0.732544576,6000,8,0,1,0,2
0,0,66,0,0.459506849,9124,13,0,2,0,3
0,1.442131557,55,0,0.347944329,6250,10,0,1,0,0
0,0.030508044,63,0,0.142677693,9552,15,0,1,0,0
0,0.006145858,57,0,0.010663112,3000,19,0,0,0,0
0,0.01301974,47,0,0.00379924,5000,2,0,0,0,3
0,0,54,0,0,5000,2,0,0,0,1
0,5423,44,1,0.226618511,18550,9,0,3,0,0
0,0.9999999,35,0,0.124250214,3500,1,0,0,1,0
1,0.999879489,73,1,0.241459757,6000,6,7,0,1,0
0,0.071002411,57,1,0.474498926,11175,17,0,7,0,2
0,0.419047795,40,0,0.290126763,5600,9,0,0,0,2
0,0.081328871,69,0,0.324361493,5089,5,0,2,0,0
0,0.46200371,66,0,0.078643643,11176,14,0,0,1,0
0,0.052360282,48,0,0.577302837,8000,6,0,2,0,0
0,0.028168537,56,0,0.204407713,7259,6,0,1,0,1
0,0.06302261,58,0,0.504740658,12550,18,0,2,0,0
0,0.113730856,42,1,0.460657734,4104,9,0,1,0,3
0,0.112384863,81,1,3.747048186,9400,24,0,2,0,1
0,0.319422262,33,1,0.110409556,5859,4,0,0,0,4
0,0.981590506,33,1,0.810969638,4083,8,0,3,0,1
0,0.805671661,45,0,0.553191489,3712,9,0,1,0,1
0,0.111583874,27,0,0.005631688,5326,3,0,0,0,2
0,0.874062969,39,0,0.205420827,4205,5,0,1,0,2
0,0.03115318,55,0,1.330316742,1325,8,0,1,0,0
0,0.003976787,49,0,0.215778422,10000,11,0,1,0,3
0,0.9999999,57,0,0.118478424,6650,1,0,1,0,2
0,0.344238043,57,0,0.484799068,8584,12,0,4,0,0
0,0.265379766,48,0,0.398561778,4588,11,0,1,0,1
0,0.083996419,60,0,0.075975748,15833,13,0,1,0,0
0,0.227019989,71,0,0.358962152,4200,15,0,1,0,0
0,0.003552779,87,0,0.002399726,2916,8,0,0,0,0
1,0.422890049,44,0,0.090126371,7200,9,0,0,0,2
0,0.755630947,67,0,0.268747546,5093,7,0,0,0,0
0,0,24,0,0,1000,2,0,0,0,0
0,0.135711054,54,0,0.305211849,8000,14,0,2,0,1
0,0.870456765,69,0,0.284890427,5201,11,0,0,0,0
0,0,48,0,0.240572506,11667,11,0,2,0,3
0,0.092931692,39,0,0.597161888,3452,5,0,2,0,0
0,0.038149046,69,0,0.004749604,12000,3,0,0,0,1
0,0.028617813,81,0,0.119518291,4400,9,0,1,0,0
0,0.356273472,48,0,0.429267412,5541,9,0,2,0,2
0,0.614855406,53,0,0.051105433,9000,2,0,0,0,3
0,0.005293529,57,0,0.548808832,6883,12,0,2,0,0
0,0.636474453,69,0,0.47396249,10023,14,0,2,0,1
0,0.313227706,50,0,0.954783436,2100,7,0,2,0,0
0,0.534113774,34,0,0.323663055,2860,10,0,0,0,0
0,0.696539524,52,0,0.405324232,7324,8,0,0,0,1
0,0.493500928,44,0,0.198244331,6834,4,0,1,0,3
0,0.003449914,42,0,0.344631074,3333,10,0,1,0,2
0,0.958146705,50,0,0.568652437,9416,10,0,1,0,0
0,0,57,0,0,1731,1,0,0,0,0
0,0.618379837,78,0,0.746737017,3600,6,0,1,0,0
0,0,52,0,0.822870852,2500,8,0,1,0,0
0,0.58231571,80,0,0.569008609,3600,16,0,0,0,1
0,0.003769766,54,0,0.166708323,4000,7,0,1,0,0
0,0.260828377,57,0,0.245875412,10000,10,0,3,0,1
0,0.014342038,88,0,0.001999334,3000,2,0,0,0,0
0,0.090286462,83,0,0.403932946,6203,22,0,1,0,1
1,0,39,0,0.232806555,6833,9,0,1,0,1
0,0.037792249,64,0,0.562687463,5000,6,0,2,0,0
0,0.00387332,61,0,0.060598269,11666,6,0,2,0,1
1,0.203796204,30,0,0.006997667,3000,2,1,0,1,0
0,0.525977633,33,0,0.805297713,8833,11,0,4,0,0
0,0,83,0,0,2940,6,0,0,0,0
0,0,49,0,0.171565687,5000,8,0,0,0,0
0,0.863654538,28,0,0.171306747,3986,3,0,0,0,0
0,0.9999999,38,0,1.162330905,960,4,0,1,0,3
0,0.0189995,65,0,0.262410103,5700,5,0,1,0,0
0,0.419677171,28,0,0.155469184,1800,3,0,0,0,0
0,0,61,0,0.22039048,17772,9,0,1,0,0
1,0.488877781,25,1,0.182204449,4000,7,0,0,1,1
0,0,33,0,0,1700,3,0,0,0,0
0,0.261922774,59,0,0.900544569,3488,11,0,2,0,0
1,0.524218866,48,4,0.415805236,10350,8,0,1,0,3
0,0.195666135,70,0,0.299116814,6000,22,0,2,0,0
0,0.329788201,57,0,0.196341065,3060,5,0,0,0,0
0,0.059094091,54,0,0.00404772,4693,1,0,0,0,0
0,0.219701574,53,0,0.465221162,5764,10,0,2,0,2
0,0.037004511,54,1,0.007917174,3283,5,0,0,0,0
0,0.912358097,47,3,1.187362118,6345,9,0,7,1,0
0,0,59,0,0.548754749,4737,5,0,1,0,0
0,0.048986591,48,0,0.602547959,13500,13,0,4,0,2
0,0.357431866,65,0,0.769152196,4894,16,0,1,0,0
0,0,52,2,0.48296229,2200,5,0,0,0,0
0,0.9999999,23,0,0,1564,1,0,0,0,0
0,0.288634024,37,0,0.019326891,3000,3,0,0,0,0
1,0.411451004,37,0,0.504233302,2125,5,0,1,0,0
0,0.016225365,68,0,1.812661499,773,8,0,1,0,0
0,0.008483259,47,0,0.003997716,1750,8,0,0,0,0
0,0.058496478,46,1,0.432875975,3716,14,0,1,0,0
0,0.036162758,35,0,0.216039198,20000,8,0,1,0,1
0,0.004791467,67,1,0.821272299,2970,9,0,1,0,0
0,0.050688409,30,0,0.004748813,4000,8,0,0,0,0
0,0.054061776,41,0,0.402879856,6666,8,0,2,0,0
1,0,43,6,0.420948617,7083,5,1,1,1,3
0,0.153053582,48,0,0.289018346,11500,10,0,1,0,3
0,0.339371106,55,0,0.333645736,3200,10,0,0,0,2
0,0.9999999,30,0,0.134073185,3333,1,1,0,0,0
0,0.462045965,59,2,0.415375154,8129,17,0,2,1,0
0,0.039995556,29,0,0.008326395,1200,6,0,0,0,0
0,0.011798121,53,0,0.102149642,6000,12,0,1,0,0
0,0.48113025,52,0,0.326658053,9287,7,0,2,0,1
0,0.239781822,46,0,0.503231274,9438,8,0,2,0,1
0,0.045462675,58,0,0.322599078,24500,14,0,2,0,5
0,0.770097611,37,0,0.136582168,4575,9,0,0,0,0
0,0,43,0,0.060997897,29000,6,0,1,0,1
0,0.005566898,51,1,0.21087991,10716,16,0,1,0,3
0,0.135626832,33,1,0.398746456,6700,10,0,2,0,0
0,0.053113982,51,0,0.224095518,16666,20,0,2,0,3
0,0.471057884,70,0,0.046072508,2647,6,0,0,0,0
0,0.915084915,74,0,0.271216098,1142,4,3,0,0,0
0,0.009911055,45,0,0.228178827,5166,10,0,1,0,2
0,0.4419778,43,0,0.119751166,4500,4,0,0,0,1
1,0.71257485,54,2,0.269716088,8241,7,2,2,1,0
0,0.008873461,36,0,0.568638984,8500,8,0,1,0,1
0,0.742517439,58,1,0.633201416,4800,8,0,1,0,2
1,1.096890724,31,0,0.318099195,3850,8,3,0,0,0
0,0.583396353,65,0,0.071930946,3127,9,0,0,0,0
0,0.321952787,51,0,0.030730047,47900,4,3,0,0,4
0,0,86,0,0.003573169,6156,2,0,0,0,1
0,0.077046901,50,0,0.242460083,1690,8,0,0,0,1
0,0.241486584,59,0,0.326668027,4900,3,0,1,0,2
0,0.552433637,55,0,0.369897769,13400,14,0,2,0,0
0,0.100947574,63,0,0.012597481,5000,3,0,0,0,0
0,0.127867894,54,0,2178,0,7,0,1,0,0
0,0.158820127,56,0,0.152861197,15150,9,0,2,0,0
0,0.478841871,33,0,0.670705847,3300,3,0,2,0,0
0,0.015644475,66,0,0.618726592,2669,7,0,1,0,0
0,0.002808926,61,0,0.25215811,2200,8,0,1,0,1
0,0.522161899,52,0,0.438061829,4560,13,0,0,0,1
0,0.035008788,63,0,0.507097792,1267,29,0,0,0,0
0,0.058849019,50,0,0.392022358,7871,7,0,1,0,3
0,0.911196911,32,0,0.441860465,2880,6,0,1,0,2
0,0.819588069,73,0,0.755731555,2398,9,0,1,0,0
0,0.185809909,54,2,0.669844222,4300,19,0,3,0,1
0,0.076689252,45,0,0.206583603,6500,7,0,1,0,0
0,0.193152274,51,0,0.709525307,3180,2,0,1,0,1
0,0.515532362,46,0,1.246910498,8010,16,0,4,0,4
0,0.073476039,55,0,0.004729091,7400,9,0,0,0,0
0,0.9999999,43,0,0,6458,1,2,0,0,4
0,0.011170187,34,1,0.055186416,5417,3,0,0,0,0
0,0.229886901,40,0,0.661506401,3358,12,0,2,0,2
0,0.551668196,44,0,0.345543538,12666,13,0,2,0,3
0,0.841219201,60,0,0.867939229,7700,17,0,2,0,0
0,0.085038781,54,0,0.216046665,9085,8,0,2,0,1
0,0.014453888,59,0,0.002490378,4416,2,0,0,0,0
0,0.9999999,27,0,0.123688156,2667,2,0,0,0,0
0,0.9999999,65,1,0.008991009,1000,1,0,0,0,0
0,0.001463379,63,0,0.003850631,11166,7,0,0,0,1
0,0.036561865,60,0,0.034425319,1800,5,0,0,0,0
0,0.820882731,44,0,0.023942094,7183,1,0,0,0,0
0,0.036788988,51,0,0.2216262,7083,14,0,1,0,3
0,0.17243362,46,0,0.860081022,3208,21,0,2,0,0
0,0.035480465,53,0,0.441414972,8508,5,0,1,0,1
0,0.821633673,38,0,0.563508482,2416,8,0,0,0,3
0,0.005399784,59,0,0.515518148,1900,11,0,1,0,0
0,0.058706431,64,0,0.208211687,21578,9,0,1,0,1
0,0.020634856,49,0,0.002499861,18000,7,0,0,0,2
0,0.069797456,64,0,0.03539823,6666,13,0,0,0,0
0,0.146048851,40,0,0.343927594,4750,4,0,1,0,0
0,0.400750298,37,0,0.23100304,8224,13,0,0,0,1
0,0.031828305,62,0,0.376435045,3309,11,0,1,0,0
0,0.057295137,26,0,0.002436054,820,2,0,0,0,0
0,0.452448449,66,0,0.414554671,5523,9,0,1,0,1
0,0.9999999,48,0,0.375406148,4000,6,0,2,0,2
0,0,48,1,0.612571774,3308,10,0,1,0,1
0,0.9999999,33,0,0.736151603,1371,3,0,1,0,3
0,0.000235266,24,0,0.065733567,4000,5,0,0,0,0
0,0.170383691,46,0,0.73311942,7167,10,0,2,0,0
0,0.921912199,68,0,0.302088913,5600,11,0,1,0,0
0,0.648670266,53,0,0.044925362,14000,4,0,0,0,2
0,0.194770775,63,2,0.392410256,4874,13,0,1,0,0
0,0.9999999,84,0,0.223194748,2284,4,0,0,0,0
0,0,37,0,0.514048595,10000,8,0,4,0,0
0,0.363771728,53,0,0.300208215,5282,7,0,1,0,2
0,0.9999999,46,0,0.32183908,4262,2,0,1,0,1
0,0.302298057,39,0,0.235932591,3500,7,0,0,0,3
0,0.480356042,44,1,0.428734647,3500,8,0,1,0,3
0,0.024478317,55,0,0.157812194,5100,4,0,1,0,0
0,0.049241897,87,0,0.008399328,12500,9,0,0,0,1
0,0.583226806,53,0,0.400590733,10833,15,0,2,0,2
0,0.148017504,58,0,0.250608273,6575,8,0,1,0,1
0,0.127828514,38,0,0.39593665,6250,8,0,2,0,0
0,0.080416977,40,0,0.381649411,2800,8,0,2,0,2
0,0.012394404,65,0,0.015984016,1000,4,0,0,0,0
0,0.020254679,44,0,0.409278601,4116,5,0,0,0,2
0,0.031145368,75,0,0.017174753,2328,9,0,0,0,0
0,0.033391335,57,0,0.316239316,6083,6,0,2,0,0
0,0.467528939,53,0,0.908576814,1060,5,0,1,0,0
1,0.455808335,43,0,0.213889306,20000,16,0,2,0,2
0,0.088860981,54,1,0.689436854,3000,20,0,2,0,0
0,0.045284678,64,0,0.415855685,4212,10,0,1,0,1
0,0.9999999,39,0,0.148161765,10879,7,0,2,0,2
0,0.9999999,71,0,0,7433,5,0,0,0,0
0,0.63829145,36,0,0.366287142,3600,6,0,0,0,3
0,0.494268992,55,0,0.371036847,2333,4,0,0,0,3
0,0.109551432,48,1,0.247468076,9083,24,1,1,0,4
0,0.043580223,39,1,0.154195698,3300,5,0,0,0,3
0,0.369232503,57,0,0.590996352,10417,11,0,4,0,0
0,0.759104545,84,0,0.140833989,5083,6,0,0,0,0
0,0.200722771,42,0,0.347699214,4454,20,0,0,0,0
0,0.033434056,57,0,0.359321257,4360,12,0,2,0,0
0,0.123300082,65,0,0.350449974,11333,10,0,2,0,0
0,0.442970822,41,0,0.168699792,3360,10,1,0,0,0
0,0.00252249,63,0,0.225155449,9166,13,0,3,0,0
0,0.10088608,57,0,0.336920293,10500,13,0,1,0,1
0,0.929860483,56,0,0.470465782,11528,16,0,3,0,1
0,0.9999999,39,0,0.016431621,7728,1,0,0,0,2
0,0,56,2,0.215819708,11314,4,0,2,0,0
0,0.558092776,40,0,0.377956805,5833,10,0,1,0,1
0,0,46,0,0.348774194,7749,11,0,2,0,2
0,0.009666022,59,0,0.000363603,11000,6,0,0,0,1
1,1.047998171,41,6,0.97600349,4583,14,1,1,2,1
0,0.513602403,39,0,0.397221345,3166,18,0,1,0,0
0,0.000417528,40,3,0.554444127,6997,16,0,2,0,2
0,0.001116269,64,0,0.100851747,8100,9,0,1,0,0
0,0.038995667,36,0,0.086982603,5000,6,0,0,0,0
0,0.260270548,48,0,0.339046966,8750,7,0,2,0,0
0,0.98001998,31,0,2.027842227,430,6,1,0,0,0
0,0.73780691,48,0,0.219798658,4767,5,0,0,0,1
0,0,43,1,0.389115911,15416,6,0,2,0,0
0,0.463321516,60,1,0.45597391,6745,8,0,2,0,0
0,0.050331656,56,0,0.211245163,8785,5,0,2,0,1
0,0.021299234,67,0,0.595821615,2488,7,0,1,0,1
0,0,53,0,0.760804355,9000,9,0,4,0,1
0,0.093726335,68,0,0.038990252,4000,10,0,0,0,0
0,0.055698877,64,0,0.149434091,11750,6,0,2,0,0
0,0,49,0,0.200839958,6666,12,0,1,0,4
0,0.0845309,39,0,0.683263347,5000,11,0,2,0,2
0,0.10004281,58,0,0.240555952,2805,12,0,0,0,0
1,0.194532565,47,0,0.34343755,6300,11,0,2,0,1
0,0,53,0,0.630466591,6150,13,0,2,0,1
0,0.05423137,70,0,0.419486441,4166,6,0,2,0,0
0,0.054724146,65,0,0.405382242,5833,5,0,1,0,1
0,0.053047348,67,0,0.109256586,11083,8,0,1,0,1
0,0.9999999,25,0,0,600,1,0,0,0,0
0,0.051026845,76,0,0.009998438,6400,7,0,0,0,2
0,0.550784128,42,0,0.330278287,6000,7,0,1,0,0
0,0.586359331,38,0,0.301635373,1650,6,0,0,0,1
0,0.002124321,59,0,0.171135298,11300,11,0,1,0,1
0,0.044678153,63,0,0.290189979,9000,6,0,1,0,3
0,0.60473099,37,0,0.459438677,2600,11,0,0,0,2
0,0.202002975,43,1,0.118776245,5000,6,0,0,1,4
0,0.512897421,70,0,0.363529757,3410,4,0,1,0,0
0,0.034775846,66,0,0.678611422,6250,9,0,3,0,0
0,0.020666175,43,0,0.148691768,4700,4,0,1,0,2
0,0.376540022,26,0,0.095865516,2200,9,0,0,0,1
0,0.836016507,59,0,0.240168851,4500,8,0,0,1,1
0,0.642357721,31,0,1330,1,13,0,2,0,3
0,0.042226159,62,0,0.570714643,2000,8,0,1,0,0
0,0.055064008,70,0,0.15315659,5242,9,0,0,0,1
0,0.551586219,33,0,0.220246238,2923,4,0,0,0,0
0,0.313889387,59,0,0.316701138,3867,5,0,1,0,0
0,0.031416272,60,0,0.315994021,3344,9,0,1,0,0
0,0.693516459,51,0,0.491046269,11000,11,0,1,0,4
0,0,34,0,0.556822983,7100,11,0,1,0,3
0,0.08491186,29,0,0.139704038,3986,10,0,0,0,0
1,0.60205306,77,3,1.062877872,2480,7,0,2,0,0
0,0.296212706,44,0,0.420052083,7679,15,0,3,0,2
0,0.003533274,43,0,0.348887037,8400,11,0,2,0,0
0,0.173450782,63,0,0.222770711,15800,13,0,1,0,0
0,0.024889952,47,0,0.644775391,4095,15,0,2,0,2
0,0.024999219,54,1,0.477480034,24666,15,0,6,0,0
0,0.009203751,60,0,0.234178679,12972,9,0,2,0,0
0,0.321393833,54,0,0.403480152,5516,14,0,1,0,2
0,0.377927934,50,1,0.299073666,4533,12,0,0,0,3
0,0.931610831,40,1,0.262142533,4405,12,2,1,2,2
0,0.9999999,25,0,0.042377869,3397,1,0,0,0,2
0,0.054263566,70,0,0.423995341,6867,9,0,3,0,0
0,0.782765592,62,1,0.632083001,3758,5,0,1,0,3
0,0.58702889,28,0,0.691436188,3000,9,0,1,0,0
0,0.900397417,40,0,0.05134357,2083,4,0,0,0,0
0,0.634368282,37,0,0.442636423,6083,7,0,2,0,1
0,0.947778402,54,0,0.464353278,18500,16,1,2,0,2
0,0.042508447,89,0,1.34429949,1762,20,0,1,0,0
0,0.93482607,33,2,2.441827266,1400,8,0,1,2,1
0,0.030794165,37,0,0.131218175,2552,5,0,0,0,0
0,0.245598618,68,0,0.432657495,2761,6,0,2,0,1
0,0.9999999,28,0,0.292851653,1300,2,0,0,0,1
0,0.026374341,71,0,0.149060117,16650,8,0,1,0,0
0,0.219274448,59,0,0.249792875,9655,15,0,1,0,1
0,0.044767967,70,0,0.0056,11249,7,0,0,0,0
0,0.388790852,61,0,778,1,6,0,0,0,1
1,0.319214662,48,0,0.883996057,6085,17,0,3,0,1
0,0.052205696,50,0,0.069231605,9200,11,0,0,0,0
0,0.468256261,51,0,0.13722701,11950,11,0,2,0,4
1,0.962700386,44,0,0.199446367,7224,6,0,0,0,4
0,0.113154738,81,0,0.008115419,2217,2,0,0,0,0
0,0.004561833,57,0,0.378124081,3400,7,0,1,0,1
0,0.06365166,42,0,0.254337603,12333,8,0,2,0,2
0,0.049105389,68,0,0.161399041,13351,10,0,1,0,0
0,0.136413873,41,0,0.53901694,3600,6,0,1,0,1
0,0.366631992,30,0,0.349130174,3333,7,0,0,0,0
0,0.049565116,68,0,0.472555205,3169,6,0,1,0,0
1,0.291812018,42,0,0.425057494,10000,11,0,2,0,0
0,0.006399744,79,0,0.20380696,5200,6,0,1,0,0
0,0.109641899,102,0,0.273844353,3417,7,0,0,0,1
0,0.071123852,49,0,0.217090417,6646,6,0,1,0,0
1,1.386017006,38,0,0.672075149,1170,6,0,0,2,2
0,0.00247859,61,0,0.001999,2000,6,0,0,0,1
0,0.193237991,40,0,2076,0,5,0,1,0,0
0,0.286981387,31,0,0.384006664,2400,11,0,0,0,1
0,0.9999999,25,0,0.384521633,1640,2,0,0,0,0
0,0.452473004,36,0,0.380368962,7100,4,0,2,0,0
0,0.02200759,53,0,0.722,3499,7,0,1,0,0
0,1.007324091,50,2,0.651493996,3580,14,0,2,0,0
0,0.417579278,32,0,0.331043098,3201,4,0,1,0,0
0,0.137591735,58,0,0.757498405,4700,22,0,2,0,1
0,0.526159603,38,0,0.323970548,11000,16,0,1,0,2
0,0.225879081,42,0,0.08759562,6666,6,0,0,0,0
0,0.643487294,49,0,0.417240913,7400,13,0,1,0,1
0,0.109503306,59,0,0.258974103,10000,4,0,2,0,0
0,0.600184601,47,2,0.099423235,3640,3,1,0,0,1
0,0.022783867,62,0,0.425762373,6000,10,0,2,0,0
0,0,65,0,0,0,10,0,0,0,0
0,0.173850215,50,0,0.021518279,12500,7,0,0,0,1
0,0.041395454,76,0,0.536241763,4400,9,0,1,0,1
0,0.619832625,58,0,0.384515439,13083,10,0,2,0,1
0,0.227035917,60,0,0.466963473,9882,23,0,2,0,0
0,0.106263067,35,0,0.221759259,2159,3,0,0,0,0
0,0.094985309,40,0,3378,0,10,0,2,0,3
0,0.420794418,44,0,0.566347665,7000,6,0,1,0,2
0,0.319595565,48,0,0.58607714,3188,22,0,1,0,0
0,0.117165016,62,0,0.261704682,4164,9,0,1,0,0
0,0.056809275,40,0,0.527457314,6500,10,0,3,0,0
1,0.9999999,41,0,0,2100,0,0,0,0,0
